source_policy,score_panel,dimension,task,null_mse,global_model_mse,task_model_mse,relative_mse_reduction,split_p05,split_p95,fraction_splits_improved
conservative_cohort,consensus,help_directness,mathdial_hard,0.9926346801346803,0.7935749888802366,0.8016017742498187,-0.009783958108000292,-0.09128656497471738,0.041783033278117415,0.45
conservative_cohort,consensus,help_directness,mathdial_standard,1.0639981908638625,0.7913557666124467,0.7654188194593968,0.03282069535956056,-0.006922307649563619,0.06101419423612002,0.92
conservative_cohort,consensus,help_directness,socratic,0.10520833333333333,0.22036018304396504,0.10646504593054745,0.5166232762203166,0.49182887355765526,0.5359145825555253,1.0
conservative_cohort,consensus,personalization,ALL_EQUAL_TASK_WEIGHT,0.45046013618774805,0.42056070407908747,0.3690134645321674,0.12273728109760845,0.07213780356934943,0.15283704283058794,1.0
conservative_cohort,consensus,personalization,longtutor,1.4923611111111108,1.3084659858709546,1.1693539826415518,0.10652329612879306,0.02961162904108627,0.1453521794910816,0.98
conservative_cohort,consensus,personalization,mathdial_hard,0.1517255892255892,0.17361800046884363,0.15446078225784649,0.10995945570349937,0.018761794125916966,0.16435541051380573,0.97
conservative_cohort,consensus,personalization,mathdial_standard,0.1209482888587366,0.12860484640358366,0.11475129161647826,0.10741581190891175,0.04971072718422379,0.1424134896906439,1.0
conservative_cohort,consensus,personalization,socratic,0.03680555555555556,0.07155398357296787,0.03748780161279311,0.47539886473383514,0.44238322606710695,0.5161142725850353,1.0
conservative_cohort,without_MiniMax-M3,affective_warmth,ALL_EQUAL_TASK_WEIGHT,0.6796562157122636,0.5278593561222817,0.45617088800887323,0.13586959005196717,0.09957708177109699,0.16129356623717286,1.0
conservative_cohort,without_MiniMax-M3,affective_warmth,longtutor,0.7470486111111111,0.5445371780816074,0.4608388464817942,0.15377507520823536,0.09338292987251119,0.19025030042071406,1.0
conservative_cohort,without_MiniMax-M3,affective_warmth,mathdial_hard,0.9830246913580248,0.7153937936327385,0.7108495101149707,0.006664332621900046,-0.07675559318712478,0.057223316166100886,0.66
conservative_cohort,without_MiniMax-M3,affective_warmth,mathdial_standard,0.9885515603799188,0.6889248173699396,0.6529951954387281,0.05222218270370975,0.005355128193504655,0.08438896880090008,0.96
conservative_cohort,without_MiniMax-M3,affective_warmth,socratic,0.0,0.16258163540484177,0.0,1.0,1.0,1.0,1.0
conservative_cohort,without_MiniMax-M3,autonomy_support,ALL_EQUAL_TASK_WEIGHT,0.6398365685513928,0.5267396267327212,0.4870633584554272,0.07541460139180715,0.03781990148174852,0.10617608064578227,1.0
conservative_cohort,without_MiniMax-M3,autonomy_support,longtutor,0.6598958333333332,0.5261846409954883,0.49727806138708464,0.055011268006279555,-0.029237263342859997,0.10710375491376817,0.87
